769,2000-08-09 00:00:00 PDT,10.2899,57.922,0,0.81
770,2000-08-09 00:15:00 PDT,10.982,57.6126,0,0.82031
771,2000-08-09 00:30:00 PDT,11.4363,57.3595,0,0.82875
772,2000-08-09 00:45:00 PDT,11.653,57.1626,0,0.83531
773,2000-08-09 01:00:00 PDT,11.6321,57.022,0,0.84
774,2000-08-09 01:15:00 PDT,10.9959,57.1232,0,0.83719
775,2000-08-09 01:30:00 PDT,10.3738,57.157,0,0.83625
776,2000-08-09 01:45:00 PDT,9.76563,57.1232,0,0.83719
777,2000-08-09 02:00:00 PDT,9.17144,57.022,0,0.84
778,2000-08-09 02:15:00 PDT,8.19278,56.5495,0,0.85594
779,2000-08-09 02:30:00 PDT,7.49374,56.212,0,0.86625
780,2000-08-09 02:45:00 PDT,7.07431,56.0095,0,0.87094
781,2000-08-09 03:00:00 PDT,6.9345,55.942,0,0.87
782,2000-08-09 03:15:00 PDT,7.59859,56.3132,0,0.84938
783,2000-08-09 03:30:00 PDT,8.19278,56.617,0,0.8325
784,2000-08-09 03:45:00 PDT,8.71706,56.8532,0,0.81938
785,2000-08-09 04:00:00 PDT,9.17144,57.022,0,0.81
786,2000-08-09 04:15:00 PDT,9.43008,56.8364,0,0.81563
787,2000-08-09 04:30:00 PDT,9.70271,56.7745,0.18849,0.8175
788,2000-08-09 04:45:00 PDT,9.98932,56.8364,0.70973,0.81563
789,2000-08-09 05:00:00 PDT,10.2899,57.022,1.51563,0.81
790,2000-08-09 05:15:00 PDT,10.7513,57.6014,3.23812,0.79219
791,2000-08-09 05:30:00 PDT,11.1288,58.1245,4.82398,0.77625
792,2000-08-09 05:45:00 PDT,11.4224,58.5914,6.27322,0.76219
793,2000-08-09 06:00:00 PDT,11.6321,59.002,7.58584,0.75
794,2000-08-09 06:15:00 PDT,11.4224,59.1876,8.58638,0.74625
795,2000-08-09 06:30:00 PDT,11.3525,59.4295,9.56726,0.74
796,2000-08-09 06:45:00 PDT,11.4224,59.7276,10.5285,0.73125
797,2000-08-09 07:00:00 PDT,11.6321,60.082,11.47,0.72
798,2000-08-09 07:15:00 PDT,12.7366,60.577,11.5494,0.69781
799,2000-08-09 07:30:00 PDT,13.4775,61.072,12.1708,0.67875
800,2000-08-09 07:45:00 PDT,13.855,61.567,13.3342,0.66281
801,2000-08-09 08:00:00 PDT,13.869,62.062,15.0397,0.65
802,2000-08-09 08:15:00 PDT,12.3031,62.6582,18.7332,0.645
803,2000-08-09 08:30:00 PDT,11.1847,63.187,22.0049,0.64
804,2000-08-09 08:45:00 PDT,10.5136,63.6482,24.8546,0.635
805,2000-08-09 09:00:00 PDT,10.2899,64.042,27.2825,0.63
806,2000-08-09 09:15:00 PDT,11.5202,63.9632,26.8632,0.6325
807,2000-08-09 09:30:00 PDT,12.5268,64.087,27.6389,0.63
808,2000-08-09 09:45:00 PDT,13.3098,64.4132,29.6096,0.6225
809,2000-08-09 10:00:00 PDT,13.869,64.942,32.7751,0.61
810,2000-08-09 10:15:00 PDT,14.0787,66.2807,39.6408,0.5775
811,2000-08-09 10:30:00 PDT,14.1486,67.417,46.0313,0.55
812,2000-08-09 10:45:00 PDT,14.0787,68.3507,51.9466,0.5275
813,2000-08-09 11:00:00 PDT,13.869,69.082,57.3867,0.51
814,2000-08-09 11:15:00 PDT,12.8903,69.2057,63.0939,0.50781
815,2000-08-09 11:30:00 PDT,12.1913,69.397,67.8312,0.50375
816,2000-08-09 11:45:00 PDT,11.7719,69.6557,71.5984,0.49781
817,2000-08-09 12:00:00 PDT,11.6321,69.982,74.3955,0.49
818,2000-08-09 12:15:00 PDT,12.2962,70.6626,75.8012,0.47094
819,2000-08-09 12:30:00 PDT,12.8903,71.2195,76.5178,0.45625
820,2000-08-09 12:45:00 PDT,13.4146,71.6526,76.5454,0.44594
821,2000-08-09 13:00:00 PDT,13.869,71.962,75.884,0.44
822,2000-08-09 13:15:00 PDT,14.2535,71.8607,74.0268,0.44781
823,2000-08-09 13:30:00 PDT,14.568,71.827,71.8184,0.45375
824,2000-08-09 13:45:00 PDT,14.8127,71.8607,69.2588,0.45781
825,2000-08-09 14:00:00 PDT,14.9875,71.962,66.348,0.46
826,2000-08-09 14:15:00 PDT,15.0923,72.3332,62.6686,0.45656
827,2000-08-09 14:30:00 PDT,15.1273,72.637,58.9163,0.45375
828,2000-08-09 14:45:00 PDT,15.0923,72.8732,55.0909,0.45156
829,2000-08-09 15:00:00 PDT,14.9875,73.042,51.1926,0.45
830,2000-08-09 15:15:00 PDT,14.603,73.2276,47.0872,0.44906
831,2000-08-09 15:30:00 PDT,14.2884,73.2895,42.9983,0.44875
832,2000-08-09 15:45:00 PDT,14.0438,73.2276,38.9258,0.44906
833,2000-08-09 16:00:00 PDT,13.869,73.042,34.8697,0.45
834,2000-08-09 16:15:00 PDT,14.3094,72.6482,30.6089,0.44688
835,2000-08-09 16:30:00 PDT,14.4562,72.187,26.5121,0.4475
836,2000-08-09 16:45:00 PDT,14.3094,71.6582,22.5792,0.45188
837,2000-08-09 17:00:00 PDT,13.869,71.062,18.8104,0.46
838,2000-08-09 17:15:00 PDT,12.4639,70.6682,14.6437,0.46813
839,2000-08-09 17:30:00 PDT,11.2126,70.027,11.0156,0.4825
840,2000-08-09 17:45:00 PDT,10.1151,69.1382,7.92606,0.50313
841,2000-08-09 18:00:00 PDT,9.17144,68.002,5.37514,0.53
842,2000-08-09 18:15:00 PDT,8.29764,65.5889,3.77131,0.58656
843,2000-08-09 18:30:00 PDT,7.63355,63.6145,2.43374,0.63375
844,2000-08-09 18:45:00 PDT,7.17917,62.0789,1.36245,0.67156
845,2000-08-09 19:00:00 PDT,6.9345,60.982,0.55742,0.7
846,2000-08-09 19:15:00 PDT,7.21412,61.2689,0.36581,0.69844
847,2000-08-09 19:30:00 PDT,7.49374,61.3645,0.20903,0.70125
848,2000-08-09 19:45:00 PDT,7.77335,61.2689,0.0871,0.70844
849,2000-08-09 20:00:00 PDT,8.05297,60.982,0,0.72
850,2000-08-09 20:15:00 PDT,8.75201,59.8289,0,0.75375
851,2000-08-09 20:30:00 PDT,9.17144,58.9345,0,0.78
852,2000-08-09 20:45:00 PDT,9.31125,58.2989,0,0.79875
853,2000-08-09 21:00:00 PDT,9.17144,57.922,0,0.81
854,2000-08-09 21:15:00 PDT,7.91316,58.5801,0,0.795
855,2000-08-09 21:30:00 PDT,6.9345,58.9795,0,0.785
856,2000-08-09 21:45:00 PDT,6.23546,59.1201,0,0.78
857,2000-08-09 22:00:00 PDT,5.81603,59.002,0,0.78
858,2000-08-09 22:15:00 PDT,6.30536,57.8489,0,0.79906
859,2000-08-09 22:30:00 PDT,6.65489,56.9545,0,0.81375
860,2000-08-09 22:45:00 PDT,6.8646,56.3189,0,0.82406
861,2000-08-09 23:00:00 PDT,6.9345,55.942,0,0.83
862,2000-08-09 23:15:00 PDT,6.65489,56.4989,0,0.8175
863,2000-08-09 23:30:00 PDT,6.37527,56.8645,0,0.81
864,2000-08-09 23:45:00 PDT,6.09565,57.0389,0,0.8075
865,2000-08-10 00:00:00 PDT,5.81603,57.022,0,0.81
866,2000-08-10 00:15:00 PDT,5.3267,56.527,0,0.825
